ride_id,driver_id,customer_id,vehicle_id,start_time,end_time,distance_km,fare_amount,payment_id,rating,city
R004419,D0275,C00885,V0051,2025-01-12 23:11:00,2025-01-12 23:41:00,7.27,127.24,P004419,4.8,Ahmedabad
R004420,D0250,C01141,V0028,2024-06-05 17:59:00,2024-06-05 18:14:00,1.55,39.3,P004420,4.3,Chennai
R004421,D0223,C00319,V0299,2024-07-10 07:50:00,2024-07-10 08:08:00,2.02,64.24,P004421,4.7,Hyderabad
R004422,D0055,C00899,V0237,2024-01-09 10:54:00,2024-01-09 11:10:00,2.22,66.64,P004422,3.9,Chennai
R004423,D0164,C01809,V0146,2024-06-24 08:32:00,2024-06-24 09:04:00,9.68,102.44,P004423,3.8,Kolkata
R004424,D0030,C00441,V0164,2024-01-22 16:32:00,2024-01-22 16:50:00,2.52,35.12,P004424,5.0,Hyderabad
R004425,D0130,C00853,V0215,2024-02-28 12:08:00,2024-02-28 12:43:00,6.69,78.52,P004425,4.3,Hyderabad
R004426,D0214,C00787,V0186,2024-06-20 01:30:00,2024-06-20 01:46:00,3.44,81.28,P004426,4.6,Pune
R004427,D0202,C00368,V0043,2024-06-08 04:15:00,2024-06-08 04:49:00,6.39,58.34,P004427,4.7,Hyderabad
R004428,D0174,C01874,V0148,2025-01-11 18:50:00,2025-01-11 19:04:00,0.89,50.68,P004428,4.7,Hyderabad
R004429,D0151,C01913,V0270,2024-10-12 14:15:00,2024-10-12 14:32:00,1.78,39.24,P004429,4.2,Pune
R004430,D0083,C00616,V0149,2025-04-10 05:45:00,2025-04-10 06:05:00,2.17,66.04,P004430,4.0,Hyderabad
R004431,D0231,C00611,V0107,2024-04-22 22:15:00,2024-04-22 22:41:00,6.59,119.08,P004431,4.1,Kolkata
R004432,D0197,C00438,V0172,2024-06-14 20:38:00,2024-06-14 20:52:00,4.45,93.4,P004432,5.0,Pune
R004433,D0200,C00554,V0014,2024-02-13 02:24:00,2024-02-13 02:42:00,4.12,54.72,P004433,4.0,Bangalore
R004434,D0297,C00026,V0282,2024-05-19 00:18:00,2024-05-19 00:43:00,5.05,100.6,P004434,4.9,Bangalore
R004435,D0147,C00202,V0153,2025-04-16 16:51:00,2025-04-16 17:47:00,14.13,104.78,P004435,5.0,Ahmedabad
R004436,D0298,C00517,V0294,2025-05-16 21:48:00,2025-05-16 22:02:00,2.69,72.28,P004436,4.0,Hyderabad
R004437,D0245,C00349,V0172,2025-02-08 17:34:00,2025-02-08 17:53:00,1.95,63.4,P004437,4.8,Bangalore
R004438,D0186,C01939,V0257,2025-02-17 16:29:00,2025-02-17 16:36:00,1.43,36.44,P004438,4.8,Bangalore
R004439,D0237,C01599,V0023,2025-06-16 11:50:00,2025-06-16 12:05:00,3.56,53.48,P004439,4.3,Ahmedabad
R004440,D0299,C01608,V0280,2025-08-14 22:53:00,2025-08-14 23:28:00,8.47,151.64,P004440,4.8,Mumbai
R004441,D0065,C01420,V0025,2025-02-18 08:33:00,2025-02-18 08:53:00,4.58,47.48,P004441,4.5,Mumbai
R004442,D0141,C01144,V0240,2025-02-21 05:32:00,2025-02-21 06:06:00,9.01,148.12,P004442,4.7,Ahmedabad
R004443,D0170,C01656,V0132,2025-05-26 04:51:00,2025-05-26 05:02:00,2.35,68.2,P004443,5.0,Ahmedabad
R004444,D0214,C00352,V0186,2024-02-07 06:04:00,2024-02-07 06:35:00,6.6,119.2,P004444,4.8,Pune
R004445,D0209,C00947,V0239,2025-01-11 09:07:00,2025-01-11 09:17:00,1.25,65.0,P004445,4.5,Mumbai
R004446,D0082,C00174,V0175,2025-02-26 12:24:00,2025-02-26 12:27:00,0.97,51.64,P004446,4.3,Ahmedabad
R004447,D0032,C01407,V0015,2024-11-02 11:01:00,2024-11-02 11:14:00,1.33,35.64,P004447,4.7,Bangalore
R004448,D0143,C01661,V0084,2024-11-18 15:12:00,2024-11-18 15:24:00,1.92,63.04,P004448,4.3,Chennai
R004449,D0025,C01079,V0217,2024-01-17 06:27:00,2024-01-17 06:38:00,1.69,30.14,P004449,4.1,Pune
R004450,D0033,C01486,V0281,2024-05-30 14:55:00,2024-05-30 15:35:00,7.61,131.32,P004450,5.0,Bangalore
R004451,D0122,C00373,V0273,2024-05-23 20:50:00,2024-05-23 21:03:00,2.69,36.14,P004451,4.6,Pune
R004452,D0288,C00395,V0214,2024-11-05 12:15:00,2024-11-05 12:23:00,1.01,26.06,P004452,4.9,Kolkata
R004453,D0258,C01829,V0078,2024-05-25 00:57:00,2024-05-25 01:05:00,1.08,36.48,P004453,4.4,Chennai
R004454,D0108,C01089,V0105,2024-08-20 14:16:00,2024-08-20 14:35:00,0.95,25.7,P004454,4.4,Delhi
R004455,D0027,C01378,V0126,2025-05-13 12:29:00,2025-05-13 12:58:00,5.3,61.8,P004455,4.4,Ahmedabad
R004456,D0020,C00930,V0227,2025-04-21 11:56:00,2025-04-21 12:31:00,9.89,158.68,P004456,4.6,Hyderabad
R004457,D0109,C01790,V0152,2024-07-28 14:08:00,2024-07-28 15:07:00,16.77,159.16,P004457,5.0,Delhi
R004458,D0010,C01832,V0097,2025-03-01 01:15:00,2025-03-01 01:45:00,9.4,162.8,P004458,4.6,Delhi
R004459,D0128,C01905,V0218,2024-05-29 20:59:00,2024-05-29 21:11:00,0.99,51.88,P004459,4.4,Bangalore
R004460,D0065,C00857,V0025,2024-04-13 09:23:00,2024-04-13 09:38:00,1.73,30.38,P004460,5.0,Mumbai
R004461,D0170,C00037,V0132,2024-02-24 11:29:00,2024-02-24 11:53:00,2.85,94.2,P004461,5.0,Ahmedabad
R004462,D0182,C01472,V0120,2025-01-30 20:55:00,2025-01-30 21:06:00,2.29,43.32,P004462,5.0,Chennai
R004463,D0163,C00274,V0286,2025-03-19 02:38:00,2025-03-19 02:49:00,3.56,41.36,P004463,4.3,Chennai
R004464,D0004,C01098,V0096,2024-10-28 11:52:00,2024-10-28 12:14:00,3.6,83.2,P004464,3.9,Pune
R004465,D0284,C01818,V0175,2025-06-08 17:30:00,2025-06-08 17:57:00,5.0,120.0,P004465,4.4,Delhi
R004466,D0178,C00052,V0112,2024-02-11 15:04:00,2024-02-11 15:25:00,3.42,81.04,P004466,4.5,Bangalore
R004467,D0048,C00358,V0054,2024-12-26 10:12:00,2024-12-26 10:32:00,6.57,128.84,P004467,4.7,Bangalore
R004468,D0147,C00061,V0153,2024-11-13 16:10:00,2024-11-13 16:27:00,1.46,28.76,P004468,3.6,Ahmedabad
R004469,D0124,C01167,V0088,2024-01-12 03:09:00,2024-01-12 03:18:00,1.53,37.24,P004469,5.0,Hyderabad
R004470,D0108,C00096,V0105,2025-07-29 08:03:00,2025-07-29 08:28:00,5.1,50.6,P004470,4.0,Delhi
R004471,D0071,C01974,V0263,2024-01-26 16:13:00,2024-01-26 16:34:00,5.35,52.1,P004471,4.6,Pune
R004472,D0053,C01189,V0112,2025-06-17 11:01:00,2025-06-17 11:20:00,1.17,54.04,P004472,4.6,Bangalore
R004473,D0207,C01767,V0110,2025-04-04 12:21:00,2025-04-04 12:41:00,6.2,114.4,P004473,5.0,Pune
R004474,D0231,C01351,V0107,2025-04-16 11:39:00,2025-04-16 11:54:00,1.88,62.56,P004474,5.0,Kolkata
R004475,D0027,C01127,V0126,2024-11-30 09:23:00,2024-11-30 09:47:00,3.13,38.78,P004475,4.4,Ahmedabad
R004476,D0217,C01511,V0289,2024-02-22 16:37:00,2024-02-22 16:57:00,3.28,89.36,P004476,5.0,Kolkata
R004477,D0153,C01600,V0279,2024-05-06 14:48:00,2024-05-06 15:05:00,1.96,73.52,P004477,4.5,Kolkata
R004478,D0085,C00455,V0225,2025-05-14 13:48:00,2025-05-14 14:16:00,8.26,91.08,P004478,4.6,Chennai
R004479,D0223,C00177,V0299,2025-06-10 01:42:00,2025-06-10 01:58:00,4.99,99.88,P004479,4.1,Hyderabad
R004480,D0122,C00400,V0273,2025-07-15 23:47:00,2025-07-16 00:17:00,5.31,51.86,P004480,5.0,Pune
R004481,D0012,C01539,V0075,2025-08-02 16:04:00,2025-08-02 16:25:00,2.87,47.96,P004481,4.5,Delhi
R004482,D0207,C00329,V0110,2024-06-06 12:21:00,2024-06-06 12:53:00,8.36,140.32,P004482,5.0,Pune
R004483,D0083,C00144,V0149,2025-03-26 23:46:00,2025-03-27 00:06:00,5.04,100.48,P004483,5.0,Hyderabad
R004484,D0206,C00234,V0214,2024-09-30 04:09:00,2024-09-30 04:25:00,2.88,37.28,P004484,4.8,Delhi
R004485,D0019,C01806,V0250,2024-07-20 02:39:00,2024-07-20 02:59:00,2.94,75.28,P004485,5.0,Chennai
R004486,D0064,C01556,V0296,2025-01-28 08:25:00,2025-01-28 08:57:00,6.49,78.94,P004486,4.8,Chennai
R004487,D0289,C01518,V0187,2024-08-13 01:02:00,2024-08-13 01:16:00,4.09,89.08,P004487,4.3,Mumbai
R004488,D0292,C01121,V0194,2024-11-06 00:08:00,2024-11-06 00:26:00,5.63,107.56,P004488,4.1,Hyderabad
R004489,D0137,C00189,V0259,2024-07-18 13:36:00,2024-07-18 13:49:00,2.36,68.32,P004489,3.9,Bangalore
R004490,D0224,C01112,V0019,2024-07-17 13:51:00,2024-07-17 14:08:00,2.56,80.72,P004490,5.0,Ahmedabad
R004491,D0001,C01852,V0080,2024-06-04 13:35:00,2024-06-04 13:40:00,1.28,35.24,P004491,4.7,Bangalore
R004492,D0006,C00482,V0277,2025-08-04 08:58:00,2025-08-04 09:26:00,2.27,53.16,P004492,4.8,Pune
R004493,D0103,C00151,V0235,2024-08-03 00:04:00,2024-08-03 00:20:00,5.11,60.66,P004493,4.2,Ahmedabad
R004494,D0155,C01918,V0272,2024-06-16 01:16:00,2024-06-16 01:30:00,1.18,27.08,P004494,4.5,Ahmedabad
R004495,D0140,C00957,V0051,2025-05-09 02:14:00,2025-05-09 02:39:00,4.45,93.4,P004495,4.4,Ahmedabad
R004496,D0022,C01984,V0284,2025-04-24 05:59:00,2025-04-24 06:12:00,2.18,66.16,P004496,5.0,Bangalore
R004497,D0291,C01080,V0051,2025-05-20 03:05:00,2025-05-20 03:24:00,1.4,56.8,P004497,4.9,Bangalore
R004498,D0259,C00335,V0239,2025-04-15 10:39:00,2025-04-15 10:51:00,1.73,70.76,P004498,4.0,Mumbai
R004499,D0188,C01300,V0074,2025-01-16 15:16:00,2025-01-16 15:39:00,2.77,83.24,P004499,4.7,Kolkata
R004500,D0087,C00914,V0219,2025-08-13 17:35:00,2025-08-13 18:10:00,8.58,142.96,P004500,4.6,Hyderabad
R004501,D0016,C01695,V0285,2024-12-04 20:42:00,2024-12-04 21:02:00,4.1,89.2,P004501,4.6,Delhi
R004502,D0015,C00178,V0216,2024-11-30 16:09:00,2024-11-30 16:21:00,1.39,36.12,P004502,4.2,Delhi
R004503,D0182,C01770,V0120,2025-06-16 21:17:00,2025-06-16 21:38:00,2.83,57.64,P004503,4.5,Chennai
R004504,D0123,C00543,V0247,2024-09-08 07:52:00,2024-09-08 08:13:00,4.9,74.2,P004504,4.6,Pune
R004505,D0139,C01411,V0084,2024-01-23 13:30:00,2024-01-23 13:56:00,1.83,61.96,P004505,4.6,Mumbai
R004506,D0048,C01240,V0054,2024-10-05 10:32:00,2024-10-05 10:57:00,10.41,164.92,P004506,4.4,Bangalore
R004507,D0139,C01088,V0084,2024-11-03 15:46:00,2024-11-03 16:11:00,7.03,124.36,P004507,5.0,Mumbai
R004508,D0228,C00489,V0124,2025-02-18 01:37:00,2025-02-18 01:56:00,3.36,80.32,P004508,4.7,Pune
R004509,D0229,C01865,V0266,2024-11-03 08:06:00,2024-11-03 08:24:00,3.84,96.08,P004509,4.5,Bangalore
R004510,D0255,C00017,V0104,2024-05-31 17:14:00,2024-05-31 17:25:00,1.46,57.52,P004510,5.0,Pune
R004511,D0239,C01237,V0038,2024-08-12 07:29:00,2024-08-12 07:48:00,2.94,48.52,P004511,5.0,Pune
R004512,D0214,C00716,V0186,2024-06-05 03:44:00,2024-06-05 04:17:00,9.36,152.32,P004512,4.7,Pune
R004513,D0185,C00616,V0053,2025-07-09 16:23:00,2025-07-09 16:46:00,3.1,59.8,P004513,4.3,Chennai
R004514,D0133,C00465,V0080,2025-02-26 23:25:00,2025-02-27 00:01:00,6.09,83.72,P004514,4.5,Pune
R004515,D0261,C01322,V0214,2025-03-05 18:21:00,2025-03-05 19:03:00,10.04,90.24,P004515,4.1,Pune
R004516,D0229,C01900,V0266,2024-11-02 02:15:00,2024-11-02 02:44:00,5.06,100.72,P004516,5.0,Bangalore
R004517,D0067,C00806,V0199,2024-06-15 19:30:00,2024-06-15 19:57:00,6.71,120.52,P004517,4.4,Mumbai
R004518,D0194,C00963,V0057,2024-03-08 10:59:00,2024-03-08 11:11:00,1.16,34.28,P004518,5.0,Delhi
R004519,D0150,C01900,V0102,2024-02-28 13:25:00,2024-02-28 13:30:00,1.7,38.6,P004519,5.0,Delhi
R004520,D0297,C00143,V0282,2025-03-18 04:26:00,2025-03-18 04:37:00,1.56,58.72,P004520,4.7,Bangalore
R004521,D0024,C01524,V0091,2025-04-29 00:21:00,2025-04-29 00:52:00,7.99,135.88,P004521,4.2,Ahmedabad
R004522,D0153,C01698,V0279,2025-01-14 03:19:00,2025-01-14 03:47:00,4.27,91.24,P004522,3.7,Kolkata
R004523,D0043,C01788,V0284,2024-08-29 15:56:00,2024-08-29 16:13:00,2.72,72.64,P004523,4.6,Hyderabad
R004524,D0003,C00193,V0159,2025-05-18 12:37:00,2025-05-18 13:20:00,10.67,168.04,P004524,4.6,Delhi
R004525,D0280,C01206,V0047,2024-08-07 12:27:00,2024-08-07 12:41:00,1.12,53.96,P004525,5.0,Chennai
R004526,D0043,C01866,V0284,2024-08-28 09:15:00,2024-08-28 09:43:00,4.88,98.56,P004526,4.7,Hyderabad
R004527,D0099,C01897,V0260,2024-06-17 10:10:00,2024-06-17 10:27:00,5.07,65.56,P004527,4.3,Bangalore
R004528,D0112,C01391,V0229,2024-11-30 18:24:00,2024-11-30 19:03:00,10.1,80.6,P004528,4.0,Kolkata
R004529,D0199,C00488,V0282,2024-03-25 03:05:00,2024-03-25 03:19:00,3.2,78.4,P004529,4.2,Chennai
R004530,D0017,C00143,V0170,2024-03-25 23:00:00,2024-03-25 23:11:00,1.55,29.3,P004530,4.3,Mumbai
R004531,D0121,C01115,V0192,2024-06-02 17:27:00,2024-06-02 17:41:00,2.68,36.08,P004531,5.0,Kolkata
R004532,D0215,C00654,V0188,2025-05-19 02:59:00,2025-05-19 03:25:00,5.16,76.28,P004532,4.5,Mumbai
R004533,D0081,C01359,V0049,2024-06-04 01:00:00,2024-06-04 01:21:00,4.49,66.94,P004533,4.0,Delhi
R004534,D0079,C01155,V0087,2025-04-27 05:02:00,2025-04-27 05:19:00,1.3,55.6,P004534,4.8,Hyderabad
R004535,D0006,C01668,V0277,2024-05-16 09:53:00,2024-05-16 10:07:00,2.37,43.96,P004535,3.7,Pune
R004536,D0154,C00011,V0064,2025-01-10 21:43:00,2025-01-10 22:06:00,4.21,90.52,P004536,4.1,Hyderabad
R004537,D0121,C00906,V0192,2024-12-31 21:36:00,2024-12-31 22:03:00,6.95,71.7,P004537,5.0,Kolkata
R004538,D0017,C00603,V0170,2024-03-30 01:10:00,2024-03-30 01:28:00,1.89,31.34,P004538,4.9,Mumbai
R004539,D0023,C01161,V0220,2024-11-13 10:06:00,2024-11-13 10:49:00,11.35,88.1,P004539,4.3,Chennai
R004540,D0275,C01713,V0051,2024-02-09 18:05:00,2024-02-09 18:31:00,7.13,125.56,P004540,4.8,Ahmedabad
R004541,D0160,C00189,V0102,2024-02-10 19:00:00,2024-02-10 19:07:00,1.8,49.4,P004541,5.0,Chennai
R004542,D0263,C00265,V0248,2024-07-15 05:57:00,2024-07-15 06:08:00,2.63,46.04,P004542,4.4,Kolkata
R004543,D0025,C00703,V0217,2025-02-04 15:06:00,2025-02-04 15:20:00,2.37,54.22,P004543,4.8,Pune
R004544,D0294,C01186,V0133,2024-09-30 18:18:00,2024-09-30 18:32:00,2.43,34.58,P004544,4.9,Bangalore
R004545,D0164,C00810,V0146,2025-06-22 02:53:00,2025-06-22 03:52:00,13.07,129.56,P004545,4.8,Kolkata
R004546,D0091,C00237,V0293,2024-10-18 04:04:00,2024-10-18 04:31:00,4.38,92.56,P004546,4.1,Bangalore
R004547,D0062,C00099,V0241,2025-04-18 19:54:00,2025-04-18 20:24:00,6.53,138.36,P004547,5.0,Hyderabad
R004548,D0062,C01785,V0241,2024-09-23 05:41:00,2024-09-23 06:24:00,13.71,204.52,P004548,4.0,Hyderabad
R004549,D0278,C00241,V0214,2025-06-11 03:31:00,2025-06-11 04:02:00,9.57,77.42,P004549,4.4,Kolkata
R004550,D0230,C01389,V0052,2024-08-17 22:18:00,2024-08-17 22:41:00,3.64,83.68,P004550,4.9,Chennai
R004551,D0295,C01936,V0002,2024-02-02 12:54:00,2024-02-02 13:12:00,1.83,71.96,P004551,4.7,Kolkata
R004552,D0106,C00559,V0090,2024-12-12 21:10:00,2024-12-12 21:38:00,4.93,99.16,P004552,4.0,Kolkata
R004553,D0262,C01241,V0293,2025-04-29 14:22:00,2025-04-29 14:31:00,1.07,52.84,P004553,4.7,Mumbai
R004554,D0246,C00261,V0079,2025-06-05 09:18:00,2025-06-05 09:21:00,1.9,40.2,P004554,4.1,Mumbai
R004555,D0164,C00920,V0146,2025-02-14 13:51:00,2025-02-14 14:17:00,5.49,68.92,P004555,4.0,Kolkata
R004556,D0144,C01382,V0105,2024-08-28 09:42:00,2024-08-28 10:24:00,8.34,70.04,P004556,4.3,Bangalore
R004557,D0143,C00657,V0084,2024-11-30 06:15:00,2024-11-30 06:59:00,11.92,193.04,P004557,4.8,Chennai
R004558,D0166,C00514,V0279,2025-04-17 04:45:00,2025-04-17 05:07:00,5.21,102.52,P004558,5.0,Pune
R004559,D0203,C01205,V0233,2024-06-07 01:05:00,2024-06-07 01:13:00,2.61,71.32,P004559,4.8,Pune
R004560,D0241,C01986,V0277,2024-03-01 18:56:00,2024-03-01 19:39:00,8.84,105.72,P004560,4.6,Pune
R004561,D0072,C01180,V0184,2024-04-30 04:06:00,2024-04-30 05:03:00,13.6,223.2,P004561,5.0,Mumbai
R004562,D0260,C01058,V0070,2025-04-04 04:09:00,2025-04-04 04:31:00,3.4,40.4,P004562,4.3,Chennai
R004563,D0263,C00949,V0248,2024-03-16 09:49:00,2024-03-16 10:10:00,3.75,55.0,P004563,5.0,Kolkata
R004564,D0038,C01438,V0099,2024-12-06 22:20:00,2024-12-06 22:39:00,1.51,29.06,P004564,4.9,Bangalore
R004565,D0053,C01715,V0112,2025-08-16 07:45:00,2025-08-16 08:29:00,8.59,143.08,P004565,4.0,Bangalore
R004566,D0071,C01611,V0263,2025-05-08 13:26:00,2025-05-08 13:50:00,7.88,67.28,P004566,4.9,Pune
R004567,D0181,C01873,V0222,2024-05-05 20:42:00,2024-05-05 21:14:00,6.86,61.16,P004567,4.6,Bangalore
R004568,D0237,C00178,V0023,2025-07-19 23:37:00,2025-07-19 23:41:00,1.49,36.92,P004568,4.9,Ahmedabad
R004569,D0189,C01396,V0025,2024-11-05 22:13:00,2024-11-05 22:43:00,8.92,73.52,P004569,4.3,Pune
R004570,D0096,C01094,V0145,2025-04-29 20:02:00,2025-04-29 20:09:00,1.75,61.0,P004570,4.7,Delhi
R004571,D0154,C01670,V0064,2025-01-07 05:25:00,2025-01-07 05:50:00,5.4,124.8,P004571,4.7,Hyderabad
R004572,D0244,C00467,V0244,2024-07-15 11:04:00,2024-07-15 11:26:00,5.45,105.4,P004572,4.5,Bangalore
R004573,D0230,C00665,V0052,2024-02-20 01:53:00,2024-02-20 02:09:00,3.58,92.96,P004573,4.8,Chennai
R004574,D0042,C00298,V0291,2024-09-15 12:11:00,2024-09-15 12:31:00,5.63,107.56,P004574,4.9,Bangalore
R004575,D0219,C00574,V0063,2025-05-24 14:42:00,2025-05-24 15:05:00,6.39,86.12,P004575,4.9,Ahmedabad
R004576,D0036,C00668,V0002,2025-02-11 22:55:00,2025-02-11 23:24:00,4.68,96.16,P004576,4.8,Chennai
R004577,D0250,C01778,V0028,2024-11-27 14:08:00,2024-11-27 14:19:00,2.05,32.3,P004577,4.8,Chennai
R004578,D0279,C00593,V0029,2024-11-30 23:45:00,2024-11-30 23:53:00,1.05,52.6,P004578,4.8,Chennai
R004579,D0174,C01447,V0148,2025-03-08 21:20:00,2025-03-08 21:35:00,1.82,61.84,P004579,5.0,Hyderabad
R004580,D0215,C01380,V0188,2025-08-03 22:11:00,2025-08-03 22:24:00,1.54,37.32,P004580,4.4,Mumbai
R004581,D0238,C00292,V0110,2024-01-08 05:16:00,2024-01-08 05:27:00,1.81,61.72,P004581,4.3,Kolkata
R004582,D0030,C01473,V0164,2025-03-01 02:31:00,2025-03-01 02:57:00,6.34,68.04,P004582,5.0,Hyderabad
R004583,D0026,C00779,V0066,2024-12-08 04:02:00,2024-12-08 04:05:00,1.69,30.14,P004583,4.4,Hyderabad
R004584,D0144,C00289,V0105,2024-05-23 07:32:00,2024-05-23 07:59:00,5.7,64.2,P004584,4.5,Bangalore
R004585,D0286,C01223,V0092,2025-05-22 08:58:00,2025-05-22 09:19:00,6.46,76.68,P004585,4.8,Pune
R004586,D0133,C01777,V0080,2024-07-26 23:11:00,2024-07-26 23:31:00,5.31,77.48,P004586,3.8,Pune
R004587,D0217,C00326,V0289,2025-03-03 01:49:00,2025-03-03 02:12:00,5.07,110.84,P004587,5.0,Kolkata
R004588,D0155,C01838,V0272,2024-01-10 20:23:00,2024-01-10 20:41:00,2.86,47.16,P004588,4.5,Ahmedabad
R004589,D0243,C00727,V0114,2024-12-17 19:23:00,2024-12-17 19:35:00,2.32,67.84,P004589,4.0,Bangalore
R004590,D0222,C01540,V0051,2024-12-11 00:06:00,2024-12-11 00:33:00,4.94,99.28,P004590,5.0,Chennai
R004591,D0037,C00262,V0032,2025-05-09 16:12:00,2025-05-09 16:39:00,6.47,58.82,P004591,4.4,Chennai
R004592,D0020,C00787,V0227,2024-08-04 04:21:00,2024-08-04 05:10:00,14.25,211.0,P004592,3.9,Hyderabad
R004593,D0075,C01863,V0067,2025-06-01 08:33:00,2025-06-01 08:51:00,2.46,44.68,P004593,4.4,Hyderabad
R004594,D0300,C00423,V0271,2025-02-04 16:37:00,2025-02-04 16:53:00,1.4,56.8,P004594,4.2,Pune
R004595,D0020,C00915,V0227,2024-07-20 13:49:00,2024-07-20 14:10:00,2.87,74.44,P004595,4.7,Hyderabad
R004596,D0177,C00919,V0028,2024-02-10 14:46:00,2024-02-10 15:03:00,3.47,40.82,P004596,4.6,Kolkata
R004597,D0005,C01774,V0047,2025-07-14 09:34:00,2025-07-14 09:44:00,1.35,35.8,P004597,4.9,Pune
R004598,D0015,C00293,V0216,2025-04-12 01:18:00,2025-04-12 01:34:00,2.43,44.44,P004598,4.9,Delhi
R004599,D0064,C00471,V0296,2024-12-06 00:26:00,2024-12-06 01:06:00,9.24,95.44,P004599,4.9,Chennai
R004600,D0054,C01691,V0283,2024-03-05 15:53:00,2024-03-05 16:04:00,1.46,57.52,P004600,4.0,Mumbai
R004601,D0081,C01019,V0049,2025-03-03 14:58:00,2025-03-03 15:08:00,2.5,35.0,P004601,4.2,Delhi
R004602,D0298,C01832,V0294,2025-08-08 07:59:00,2025-08-08 08:14:00,4.35,102.2,P004602,4.5,Hyderabad
R004603,D0298,C00888,V0294,2024-11-18 18:14:00,2024-11-18 18:32:00,1.42,57.04,P004603,4.4,Hyderabad
R004604,D0284,C01979,V0175,2025-04-05 08:19:00,2025-04-05 08:57:00,8.54,142.48,P004604,4.5,Delhi
R004605,D0096,C01032,V0145,2024-02-09 07:42:00,2024-02-09 08:01:00,2.26,67.12,P004605,4.5,Delhi
R004606,D0104,C00581,V0290,2025-08-16 08:25:00,2025-08-16 08:42:00,2.17,42.36,P004606,4.5,Ahmedabad
R004607,D0290,C01193,V0102,2024-09-28 00:33:00,2024-09-28 00:51:00,3.51,53.08,P004607,4.7,Delhi
R004608,D0211,C00408,V0150,2024-08-22 01:14:00,2024-08-22 01:57:00,13.17,150.36,P004608,5.0,Bangalore
R004609,D0183,C00900,V0231,2025-04-05 07:25:00,2025-04-05 07:49:00,4.58,47.48,P004609,4.3,Bangalore
R004610,D0146,C00858,V0269,2024-01-03 13:03:00,2024-01-03 13:12:00,2.97,75.64,P004610,4.7,Kolkata
R004611,D0268,C01858,V0271,2024-03-18 08:34:00,2024-03-18 08:57:00,4.14,89.68,P004611,4.7,Mumbai
R004612,D0020,C01656,V0227,2025-07-13 13:01:00,2025-07-13 13:17:00,1.35,56.2,P004612,4.4,Hyderabad
R004613,D0158,C01248,V0266,2025-05-28 23:50:00,2025-05-29 00:35:00,13.22,208.64,P004613,4.4,Chennai
R004614,D0244,C00185,V0244,2024-11-09 19:42:00,2024-11-09 20:04:00,8.34,140.08,P004614,4.6,Bangalore
R004615,D0013,C00806,V0006,2024-02-22 15:37:00,2024-02-22 15:56:00,4.27,59.16,P004615,4.9,Ahmedabad
R004616,D0187,C01508,V0192,2024-08-06 17:42:00,2024-08-06 18:02:00,2.97,37.82,P004616,3.7,Delhi
R004617,D0286,C01993,V0092,2025-07-19 09:49:00,2025-07-19 09:56:00,0.85,31.8,P004617,4.6,Pune
R004618,D0127,C01898,V0123,2024-04-28 07:59:00,2024-04-28 08:17:00,1.4,56.8,P004618,5.0,Kolkata
R004619,D0183,C01217,V0231,2025-02-02 17:46:00,2025-02-02 18:06:00,5.45,52.7,P004619,4.8,Bangalore
R004620,D0247,C00681,V0258,2024-12-02 05:34:00,2024-12-02 05:49:00,1.93,40.44,P004620,4.8,Pune
R004621,D0176,C01885,V0141,2024-07-24 00:43:00,2024-07-24 01:03:00,4.59,47.54,P004621,5.0,Pune
R004622,D0032,C00449,V0015,2025-03-15 02:21:00,2025-03-15 02:37:00,2.64,56.12,P004622,5.0,Bangalore
R004623,D0104,C01804,V0290,2024-09-08 15:01:00,2024-09-08 15:27:00,3.16,50.28,P004623,4.1,Ahmedabad
R004624,D0071,C00412,V0263,2024-04-11 04:59:00,2024-04-11 06:20:00,23.51,181.06,P004624,4.2,Pune
R004625,D0202,C01326,V0043,2024-09-21 05:42:00,2024-09-21 06:03:00,4.8,48.8,P004625,4.3,Hyderabad
R004626,D0094,C01824,V0113,2024-10-26 21:16:00,2024-10-26 21:45:00,6.48,76.84,P004626,3.9,Chennai
R004627,D0144,C01619,V0105,2025-03-01 05:57:00,2025-03-01 06:14:00,0.83,24.98,P004627,4.4,Bangalore
R004628,D0060,C01096,V0084,2025-03-12 06:46:00,2025-03-12 06:59:00,2.6,71.2,P004628,4.5,Hyderabad
R004629,D0088,C01630,V0200,2024-06-16 11:06:00,2024-06-16 11:26:00,3.2,88.4,P004629,4.4,Mumbai
R004630,D0094,C01976,V0113,2024-10-22 09:34:00,2024-10-22 09:49:00,1.82,39.56,P004630,4.6,Chennai
R004631,D0184,C00406,V0077,2025-07-15 20:04:00,2025-07-15 20:12:00,2.95,75.4,P004631,4.6,Hyderabad
R004632,D0006,C00138,V0277,2024-03-19 04:55:00,2024-03-19 05:09:00,1.98,60.84,P004632,4.2,Pune
R004633,D0208,C01344,V0024,2024-05-04 00:15:00,2024-05-04 00:37:00,3.47,81.64,P004633,4.6,Hyderabad
R004634,D0265,C00993,V0120,2024-03-08 08:11:00,2024-03-08 08:33:00,3.86,55.88,P004634,4.8,Bangalore
R004635,D0086,C01976,V0024,2024-04-26 14:21:00,2024-04-26 14:35:00,3.94,87.28,P004635,5.0,Ahmedabad
R004636,D0131,C00071,V0148,2024-05-04 16:49:00,2024-05-04 17:06:00,1.12,53.44,P004636,4.6,Pune
